Category,Name,URL,Org URL,$ Raised ,Top Investors,Founded,HQ Region,Focus
Data,ForceField IO,https://www.theforcefield.io/,,"$400,000","Lightspeed Venture Partners, Debra Messing, Christian Lyles, Evan Tripodi, Sophonia Hardaway",2021,Other US,"End-to-end platform leverage blockchain and audit digital evidence for the highest levels of timeliness, provability, and court admissibility"
Video,AudioLabs,https://www.audiolabs.io,,"$360,000",,2021,Israel,Podcast to shortform clips
Code,Felvin,https://felvin.com/,,"$350,000","Larry Braitman, Sarthak Goel",2021,"New York, NY",No code builder for generative AI applications
Code,Axiom AI,https://axiom.ai/,,"$330,000","Techstars, Y Combinator, AltaIR Capital, 7percent Ventures, Silicon Roundabout Ventures",2018,Europe,Browser automation
Text,Sage SEO,https://www.sageseo.ai/,,"$324,000","Conscious Venture Lab, Philly Startup Leaders",2020,Other US,generates Google Search results
Chatbot/Conversational AI,Pally,https://www.pally.com/,,"$309,759",,2022,"London, UK",AI assistant to every social conversation
Game,Parsnip,https://www.parsnip.ai/,,"$300,000","Luis von Ahn, Severin Hacker, Jacob Peters, Zach Goldberg, Mark Miller, Barry Huang, and other angels",2020,"New York, NY",Cooking education
Game,Kirin,https://www.kirin.org/,,"$300,000",Johnney Zhang,2022,"Los Angeles, CA",3D model geneartion
Text,Digital Recipe Inc.,https://www.dxr.co.jp/,,"$300,000",,2018,APAC,"AI Writing Assistant called ""Catchy"""
Code,Unthink AI,https://unthink.ai/,,"$285,000","HBAR Fund, George Brody, Anto Thomas",2022,Other US,E-Commerce web page generation
Text,Seenapse,https://www.seenapse.it/,,"$275,000","Wayra, Mountain Partners, Havas Group, Nazca Ventures",2014,LatAm,Idea generation
Image,Hexo,https://hexo.ai/,,"$270,000",Antler India,2022,APAC,Custom image generation
Chatbot/Conversational AI,Elomia,https://elomia.com/,,"$265,000",,2021,Europe,Mental Health / Chatbot
Video,Wisecut,https://www.wisecut.video/,,"$250,000","Meta, Google for Startups, TheVentureCity",2019,"Miami, FL",Video editing
Legal,PatentPal,https://patentpal.com/,,"$250,000",Foothill Ventures,2018,SF Bay Area,Generative AI for intellectual property
Text,MolinAI,https://molin.ai/,,"$250,000",,2022,"London, UK",AI workflows in one place with SDK
Text,Jenni,https://jenni.ai/,,"$250,000",Antler,2015,APAC,Text generation (AI writer)
Summarization,Scholarcy,https://www.scholarcy.com/,,"$240,000",,2019,"London, UK",Summarization
Image,Kaedim,https://www.kaedim3d.com/,,"$203,561","Mandeep Singh, Matt Robinson, Tom Blomfield, Chris Kingsley",2020,"London, UK",2D to 3D image generation
Text,Samplead,https://samplead.co/,,"$200,000",,2020,Israel,Personalized Emails (Sales)
Image,Myth.Ai,https://www.myth-ai.com/,,"$200,000","Keiretsu Forum, Türk Telekom, ITUARI Teknokent, Ahmet Firat, Umit Arsoy",2020,MENA,Pattern design generation
Audio,BeyondWords,https://beyondwords.io/,,"$195,645","Innovate UK, Newark Venture Partners, Meyvn",2016,"London, UK",Text to speech & speech to text
Chatbot/Conversational AI,Sapling.ai,https://sapling.ai,,"$150,000",Y Combinator,2018,SF Bay Area,AI messaging assistant
Text,Write with LAIKA,https://www.writewithlaika.com/,,"$150,000",,2022,Europe,Personalised AI for writers
Text,reKnow,https://www.reknow.io,,"$142,081",Skalata,2021,Australia,AI text generation and repurposing
Code,MutableAI,https://mutable.ai/,,"$130,000",Y Combinator,2021,Other US,Code Generation / Quality
Code,Bloop,https://bloop.ai/,,"$125,000","Y Combinator, Matilde Giglio",2021,"London, UK",Code generation & documentation
Text,Hypotenuse AI,https://www.hypotenuse.ai/,,"$125,000","Y Combinator, CABRA VC, Nick Raushenbush",2020,SF Bay Area,AI Content
Chatbot/Conversational AI,Quickchat,https://www.quickchat.ai/,,"$125,000",,2019,Europe,AI Assistants
Data,SharePay,https://getsharepay.com/,,"$125,000",,2022,SF Bay Area,Shared payments
Chatbot/Conversational AI,Incentivai,https://www.incentivai.co/,,"$120,000",Y Combinator,2018,SF Bay Area,Automated Virtual Agents
Code,Enzyme,https://enzyme.so/,,"$120,000",Techstars,2020,"New York, NY",Web App Builders
Image,Maket,https://www.maket.ai/,,"$120,000","Techstars, Edward Lando, Pareto Holdings, Nadav Ben-Chanoch, Front Row Ventures",2019,North America (excl. US),Architecture planning
Text,Creatext,https://www.creatext.ai/,,"$120,000",Techstars,2020,Europe,Sales Prospecting / email generation
Video,Steve,https://www.steve.ai/,,"$110,000",,2014,SF Bay Area,Text to Video
Video,Lumen5,https://lumen5.com/,,"$105,000","Creative Destruction Lab (CDL), NEXT Canada, New Ventures BC",2016,North America (excl. US),"Text to Video, Video creation/editing"
Text,CopyMonkey,https://copymonkey.ai/,,"$100,405","JOINT JOURNEY, Herman Kienhuis, River Venture Partners, EMERGE, Angels Band",2020,Europe,Marketing / E-Commerce Listings
Chatbot/Conversational AI,GetAnswer,https://getanswer.ai/,,"$100,000",,2023,SF Bay Area,ChatGPT for the intranet
Image,YoDayo,https://yodayo.com/,,"$100,000",Friends and Family,2021,"New York, NY",Anime art generation
Semantic Search,Pathway,https://www.pathway-ai.com/,,"$100,000",,2022,"London, UK",Search financial information
Text,Koalluh,http://koalluh.com/,,"$100,000",,2022,Other US,Story creation for kids
Summarization,Twig.so,https://www.twig.so/,,"$100,000","Tier 1 Scout Fund, 8 Angels",2022,SF Bay Area,AI assistants for Technical Support Agents
Text,Broca,https://www.usebroca.com/,,"$100,000","Forum Ventures, Right Side Capital Management",2020,North America (excl. US),Content creation
Text,LongShot AI,https://www.longshot.ai/,,"$100,000",Upekkha Value SaaS Accelerator,2021,Other US,Blogs
Video,Elai,https://elai.io/,,"$60,000","Startup Wise Guys, Google for Startups, SID Venture Partners, Startup Lisboa - Rocket Program",2021,Other US,Text to Video
Avatars,Avaturn,https://avaturn.me/,,"$40,000","Alchemist Accelerator, Chang Corporation, Wayne Chang, XTX Ventures, Jeff Seibert",2019,Israel,Personal 3D avatars
Audio,Listnr,https://www.listnr.tech/,,"$30,000",,2020,Other US,Voice generation
Video,DeepWord,https://www.deepword.co/,,"$20,000",Elevate Ventures,2020,Other US,Personalized videos
Data,Sloped.xyz,https://www.sloped.xyz/,,"$20,000",Pioneer,2023,SF Bay Area,Data visualization from NLP
Chatbot/Conversational AI,Mesolitica,https://mesolitica.com/,,"$12,000",Angel,2019,APAC,Narrow AIs for Malay language
Chatbot/Conversational AI,Mesolitica,https://mesolitica.com/,,"$11,000","WatchTower and Friends (WTF), pitchIN",2019,APAC,ChatGPT for enteprise
Text,QuizMe,https://quizme.ai/,,,,2020,North America (excl. US),Learning co-pilot
Image,Ecomtent,https://www.ecomtent.ai/,,,Mark Evans,2022,North America (excl. US),Product Images for E-commerce
MLOps/Platform,Glimmer AI,https://glimmerai.tech/,,,,2023,Other US,Presentation generation
Text,Hally AI,https://hally.ai/,,,,2022,"London, UK",Recruitment task admin & content generation
Game,Sefi AI,https://www.sefi.ai/,,,,2022,Israel,Generate games from text
Bio,Sequome,https://www.sequome.com/,,,,2022,SF Bay Area,"Design biological sequences, to develop sequence medicines."
MLOps/Platform,Valdi,https://valdi.ai/,,,,2022,"Los Angeles, CA",Uber for cloud computing
Text,Whizle,https://whizle.com,,,,2021,"London, UK",Generates quizzes from videos
Image,Stockimg.ai,https://stockimg.ai/,,,,2021,Unknown,Stock image generation
Image,PicUP.Ai,https://www.picup.ai/,,,,2019,APAC,Automated image editing
Text,Kadoa,https://www.kadoa.co/,,,,2023,Europe,Data Extraction with generative AI
Video,Zubtitle,https://zubtitle.com/,,,,2018,Other US,Subtitles
Avatars,XOLTAR,https://xoltar.com/,,,,2020,Israel,AI accountability partners
Text,Wokelo.ai,https://www.wokelo.ai/,,,,2022,"Seattle, WA",Market Research Reports
Image,Vizcom,https://www.vizcom.ai/,,,,2021,SF Bay Area,Hand sketching and AI to render faster
Text,Topic,https://www.usetopic.com/,,,,2019,SF Bay Area,Content creation (SEO)
Code,Blackbox,https://www.useblackbox.io/,,,,2019,SF Bay Area,Code Completion / Search
Video,UnScreen,https://www.unscreen.com/,https://www.kaleido.ai/,,,2015,Europe,Video creation/editing
Text,Trinka,https://www.trinka.ai/,,,,2020,APAC,Writing/Editing
Image,The Culture DAO,https://www.theculturedao.com/,,,,2021,Other US,Media/Advertising
Text,Textmetrics,https://www.textmetrics.com/,,,"OostNL, Filsa Capital",2015,Europe,Writing/Editing
Image,Tailorbird,https://www.tailorbird.us/,,,"NFX, FJ Labs, Moderne Ventures",2020,Other US,Architecture planning
Image,Strmr,https://www.strmr.com/,,,,2022,SF Bay Area,Image Generation
Text,Storywizard.ai,https://www.storywizard.ai/,,,,2023,Israel,Children's story generation
Image,Starryai,https://www.starryai.com/,,,,2021,"New York, NY",Art generation
Audio,Sonify,https://www.sonify.io/,,,,2019,Other US,Data to music
Chatbot/Conversational AI,Social Keyboard,https://www.socialkeyboardapp.com/,,,,2022,SF Bay Area,Translate and rewrite messages
Text,Smartwriter.ai,https://www.smartwriter.ai/,,,,2021,Australia,Personalized Emails (Sales)
Text,ShortlyAI,https://www.shortlyai.com/,,,,2017,"London, UK",Writing (automated)
Text,Shakespeare,https://www.shakespeare.ai/,,,,2022,"London, UK",Copywriting
Chatbot/Conversational AI,Samespace,https://www.samespace.com/,,,,2015,SF Bay Area,Contact Center
Image,Removebg,https://www.remove.bg/,,,,2018,Europe,Background removal
Audio,ReadSpeaker,https://www.readspeaker.com/,,,TIIN Capital,1999,Europe,Text to Speech
Image,Profile Picture,https://www.profilepicture.ai/,,,,2023,Unknown,Image Generation
Image,Ponzu,https://www.ponzu.gg/,,,South Park Commons,2022,SF Bay Area,Marketing
Summarization,Plnia,https://www.plnia.com/,,,,2018,Unknown,NLP AI
Image,Phaito,https://www.phaito.com/,,,,2023,Unknown,photo auto-editing
Text,Peppertype.ai,https://www.peppertype.ai/,,,,2020,APAC,Marketing / content generation
Summarization,Penelope,https://www.penelope.ai/,,,Digital Science,2015,"London, UK",Summarization (academic)
Audio,Panjaya,https://www.panjaya.ai/,,,,2021,Israel,AI dubbing
Text,Outwrite,https://www.outwrite.com/,,,,2015,Australia,Writing/Editing
Text,Outranking,https://www.outranking.io/,,,,2016,Other US,Content creation (SEO)
Text,Nyle,https://www.nyle.ai/,,,,2019,"New York, NY",E-Commerce Growth
Text,NLP Labs,https://www.nlp-labs.com/,,,,2020,Unknown,Text Generation
Text,NeuralText,https://www.neuraltext.com/,,,Aurelia Ventures,2021,Other US,Content automation
Classification,Napkin,https://www.napkin.one/,,,,2021,Europe,Text classification / organization
Audio,Musico,https://www.musi-co.com/,,,,2019,Europe,Song generation
Data,MirryAI,https://www.mirry.ai/main,,,,2021,Other US,Synthetic Data
Image,Mirage,https://www.mirageml.com/,,,"Edward Lando, Sequoia Capital, Pareto Holdings",2022,SF Bay Area,3D Generation
Image,Midjourney,https://www.midjourney.com/,,,,2022,SF Bay Area,Research Lab
Text,Mark,https://www.markcopy.ai/,,,,2021,Europe,Content creation
Text,Reach,https://www.magicreach.ai/,,,,2021,Europe,Personalized Emails (Sales)
Image,Mage.space,https://www.mage.space/,,,,2019,"New York, NY",Art generation
Game,LitRPG,https://www.litrpgadventures.com/,,,,2023,Unknown,RPG Generation
Audio,LALAL,https://www.lalal.ai/,,,,2020,Europe,Audio quality
Image,Kartiv,https://www.kartiv.com/,,,,2023,Unknown,AI generated ad creatives
Text,Growth Marketing Pro,https://www.growthmarketingpro.com/,,,,2017,SF Bay Area,Growth Marketing / SEO Content generation
MLOps/Platform,Gooey.ai,https://www.gooey.ai/,,,"Blume Ventures, Techstars",2022,"Seattle, WA",Image Generation
Text,Moonbeam,https://www.gomoonbeam.com/,,,,2022,Other US,Writing (automated)
Text,Glimpse.ai,https://www.glimpse.ai/,,,,2020,Other US,Natural Langauge Generation
Summarization,Aspect,https://aspect-hq.com/,,,,2021,Europe,Interview analysis
Image,Alpaca,https://www.getalpaca.io/,,,,2022,North America (excl. US),Photo enhancement
Video,GenieLabs,https://www.genielabs.tech/,,,,2022,Israel,3D Models/Scenes
Text,Fluento,https://www.fluento.ai/,,,,2022,"London, UK",Learning Languages
Audio,Flowful,https://www.flowful.app/,,,,2021,"London, UK",Ambient Music generation
Chatbot/Conversational AI,Flewently,https://www.flewently.com,,,,2022,"London, UK",Language learning
Video,Flawless,https://www.flawlessai.com/,,,,2020,"London, UK",Lip Synced Visualizations
Game,Electric noir studios,https://www.electricnoirstudios.com/,,,,2017,"London, UK",Interactive drama mobile games
Data,Deep Design Systems,https://www.deepdesignsystems.com/,,,,2022,Europe,Synthetic Industrial Design
Image,Craiyon,https://www.craiyon.com/,,,2080 Ventures,2022,Other US,Art generation
Text,Craftly.ai,https://www.craftly.ai/,,,,2021,North America (excl. US),Copywriting
Text,Copy Shark,https://www.copyshark.ai/,,,,2021,North America (excl. US),Content/Copy creation
Text,Conto,https://www.conto.ai/,,,,2021,Europe,Content/Copy creation
Text,Closers Copy,https://www.closerscopy.com/,,,,2020,Europe,Content/Copy creation
Chatbot/Conversational AI,Crone AI,https://www.crone.ai,,,,2022,SF Bay Area,AI Business Mentor
Text,Clickable,https://www.clickable.so/,,,"Evening Fund, Musha Ventures, Y Combinator, Zentani Capital",2022,Europe,Ad Creation
Text,BuildAI,https://www.buildai.space/,,,,2023,Unknown,Build AI interfaces
Text,Broadn,https://www.broadn.io/,,,,2022,"London, UK",Generative learning
Image,Blend,https://www.blendnow.com/,,,,2021,APAC,Photo to Ad
Text,Beewriter,https://www.beewriter.com/,,,,2020,"Seattle, WA",Writing/Editing
Text,B/BLOQS,https://www.bbloqs.ai,,,,2021,Other US,AI marketing platform
Video,Basch,https://www.basch.io/,,,,2021,APAC,Text to Video
Image,AutoEnhance.ai,https://www.autoenhance.ai/,,,,2021,"London, UK",Photo enhancement
Text,Article Forge,https://www.articleforge.com/,,,,2015,Other US,Content creation
Image,ArtBreeder,https://www.artbreeder.com/,,,,2019,"New York, NY",Art generation
Image,Aragon,https://www.aragon.ai/,,,,2022,SF Bay Area,Design
Code,AI2sql,https://www.ai2sql.io/,,,,2021,MENA,Data queries / SQL
Image,AdCreative,https://www.adcreative.ai/,,,,2022,Europe,Ad generation / recommendations
Text,Writerly,https://writerly.ai/,,,,2022,Other US,Content creation (SEO)
Text,Vizologi,https://vizologi.com/,,,,2017,Europe,AI generated answers
Summarization,TLDR This,https://tldrthis.com/,,,,2019,APAC,Summarization
Text,Thundercontent,https://thundercontent.com/,,,,2021,"New York, NY",Marketing content creation
Video,Synthesys,https://synthesys.io/,,,,2020,"London, UK",Text to Video
Text,Surfer,https://surferseo.com/,,,,2017,Europe,Marketing content generation
Text,Subtxt,https://subtxt.app/,,,,2023,"Los Angeles, CA",Writing (stories)
Code,Stenography,https://stenography.dev/,,,,2021,"New York, NY",Code Documentation
Video,Shuffll,https://shuffll.com/,,,,2021,Israel,Multi-user video dev tool
Image,ShowHue,https://showhue.com/,,,Taiwan Startup Stadium,2018,APAC,E-commerce product photos
Text,Seo.ai,https://seo.ai/,,,,2023,Europe,Content creation (SEO)
Text,Rytr,https://rytr.me/,,,,2021,Other US,Content creation
Text,Quantamix Solutions,https://quantamixsolutions.com/,,,,2019,Europe,Content automation
Text,Qopywriter.ai,https://qopywriter.ai/,,,,2021,Europe,Copywriting
Text,ProWritingAid,https://prowritingaid.com/,,,,2013,"London, UK",Writing/Editing
Audio,podcast.ai,https://podcast.ai/,,,,2023,Unknown,Voice Synthesis / Generation
Image,Playground,https://playgroundai.com/,,,,2022,SF Bay Area,Image Generation
Text,ParagraphAI,https://paragraphai.com/,,,,2022,North America (excl. US),Writing/Editing
Image,Osmosis,https://osmosis.studio/,,,,2022,SF Bay Area,Ad generation
Video,Opus,https://opus.ai/,,,,2018,Other US,Text to Video
Image,Nyx.gallery,https://nyx.gallery/,,,,2022,Europe,Art generation
Game,Here Be Taverns,https://www.herebetaverns.com/,,,,2023,Unknown,Gaming world generation
Text,NovelAI,https://novelai.net/,,,,2021,Other US,Writing (stories)
Audio,NoteVibes,https://notevibes.com/,,,,2020,Unknown,Voice Generation
MLOps/Platform,NLP Cloud,https://nlpcloud.com/,,,,2020,Europe,Model development
Text,Nichesss,https://nichesss.com/,,,,2020,LatAm,Text generation (AI writer)
Image,Neural.love,https://neural.love/,,,,2020,Europe,Photo enhancement
Text,Minerva Solutions,https://minervasolutions.io/,,,,2019,"New York, NY",Advertising for real estate
Chatbot/Conversational AI,MetaDialog,https://metadialog.com/,,,,2020,Other US,Automated Virtual Agents
Text,Magic Copy,https://magic-copy.com/,,,,2023,Unknown,Marketing content creation
Audio,Maestra,https://maestrasuite.com/,,,,2018,"New York, NY",Voice transcription
Text,Lyne.ai,https://lyne.ai/,,,,2020,Other US,Data products / sales outreach
Semantic Search,Looria,https://looria.com,,,,2021,Europe,Search product reviews
Chatbot/Conversational AI,Loora,https://loora.ai/,,,,2020,Israel,English speaking coach
Image,Lexica,https://lexica.art/,,,,2022,SF Bay Area,Image Generation
Legal,LEX,https://lexai.co/en,,,Innovationsstarter,2021,Europe,Legal summarization / search
Text,Lex.page,https://lex.page/,,,,2022,"Los Angeles, CA",Text generation
Game,Leonardo.Ai,https://leonardo.ai/,,,,2023,Unknown,Game asset generation
Text,LanguageTool,https://languagetool.org/,,,,2017,Europe,Writing editor / improver
Chatbot/Conversational AI,Kai,https://kai.ai/,,,,2020,Israel,AI well-being companion
Text,Kafkai,https://kafkai.com/,,,,2018,APAC,Marketing content creation
Image,Interior AI,https://interiorai.com/,,,,2022,Europe,Interior Design
Text,INK,https://inkforall.com/,,,,2019,Other US,NLO / content generation
Classification,hi4.ai,https://hi4.ai/,,,,2020,Israel,Data labeling/tagging
Text,Headlime,https://headlime.com/,,,,2020,Europe,Marketing copywriting
Text,Deep Mind Gopher,https://gpt3demo.com/apps/deepmind-gopher,,,,2023,Unknown,Text generation
Image,Geniverse,https://geniverse.co/,,,,2022,Europe,Image generation
Text,Galactica/Amazon,https://galactica.org/,,,,2023,Unknown,Formula to Text
Video,Fliki,https://fliki.ai/,,,,2021,Other US,Text to Video
Image,Fermat,https://fermat.ws/,,,MK Venture Capital,2018,Europe,Image / Text / Content generation
Code,excelformulabot,https://excelformulabot.com/,,,,2022,"Miami, FL",Excel Querying
Summarization,Elicit,https://elicit.org/,,,,2022,SF Bay Area,Data search / summarization
Image,DreamFusion,https://dreamfusion3d.github.io/,,,,2023,Unknown,3D image generation
Image,DrawAnyone,https://drawanyone.com/,,,,2023,Unknown,Image Generation
Image,Deep Dream Generator,https://deepdreamgenerator.com/,,,,2015,SF Bay Area,Image generation
Code,Debuild,https://debuild.app/,,,"FundersClub, Offline Ventures, Founders, Inc.",2018,SF Bay Area,Web App Builder
Image,NightCare,https://creator.nightcafe.studio/,,,,2019,Australia,Image Generation
Text,Copymatic,https://copymatic.ai/,,,,2021,"Los Angeles, CA",Marketing content creation
Summarization,Contentelly,https://contentelly.com/,,,,2022,Europe,Blog post generation from news
Text,ContentBot.ai,https://contentbot.ai/,,,LianLian Pay,2021,"Miami, FL",Marketing content creation
Text,Contenda,https://contenda.co/,,,,2021,Other US,Marketing content creation
Summarization,Consizely,https://consizely.com/,,,,2021,SF Bay Area,Summarization
Code,CodePilot.ai,https://codepilot.netlify.app/,,,,2016,Other US,Code Search / Developer Profiles
Text,ChibiAI,https://chibi.ai/,,,,2021,Other US,Text generation (AI Writer)
Classification,Capacities,https://capacities.io/,,,,2022,Europe,Note taking / data organization
Text,Bertha.ai,https://bertha.ai/,,,,2021,Other US,Marketing / Copywriting
Avatars,Avatar AI,https://avatarai.me/,,,,2023,Unknown,Photorealistic AI avatars
Bio,MDM,https://arxiv.org/abs/2209.05710,,,,2023,Unknown,3D Bio molecule generation
Image,Amazing Photos,https://amazing.photos/,,,,2023,Unknown,Image Generation
Text,AISEO,https://aiseo.ai/,,,,2021,Europe,Marketing / Copywriting
Text,AI Writer,https://ai-writer.com/,,,,2015,Europe,Marketing / Content creation
Text,ABtesting.ai,https://abtesting.ai/,,,,2019,Europe,Marketing & A/B Testing
Video,Vedia,http://www.vedia.ai/,,,,2016,"Miami, FL",Video generation
Image,Crait AI,http://crait.it/,,,,2022,MENA,AI powered product photography
Chatbot/Conversational AI,"Text, Inc (LiveChat)",https://www.text.com/,,,,2015,Europe,Text Intelligence for better customer service
Text,Ingest AI,https://ingestai.io/,,,,2023,Other US,"Turn your docs, wikis, and spreadsheets into a ChatGPT-like context-aware chatbot"
Text,DeepFiction AI,https://www.deepfiction.ai/,,,,2022,Other US,"Original unfiltered AI generated stories, images, and characters"
Chatbot/Conversational AI,Call Connect,https://callconnect.ai/,,,,2023,Other US,AI sales rep who makes and receives phone calls
Text,Sonicbox,https://sonicbox.io/,,,,2023,Europe,Written content into audio summaries